id,Price
300144,81.234
300145,82.25
300146,82.125
300147,83.141
300148,81.266
300149,81.375
300150,82.891
300151,80.156
300152,80.234
300153,80.672
300154,80.594
300155,80.5
300156,83.5
300157,80.828
300158,83.656
300159,84.234
300160,82.484
300161,79.922
300162,81.688
300163,81.781
300164,78.766
300165,82.562
300166,83.562
300167,81.203
300168,80.781
300169,81.375
300170,80.391
300171,80.219
300172,82.641
300173,81.578
300174,81.719
300175,80.375
300176,82.906
300177,80.875
300178,82.0
300179,82.656
300180,83.828
300181,81.203
300182,79.703
300183,80.0
300184,83.297
300185,81.875
300186,82.719
300187,80.688
300188,80.984
300189,83.344
300190,80.547
300191,83.922
300192,82.312
300193,79.281
300194,81.719
300195,83.438
300196,80.719
300197,79.828
300198,79.375
300199,81.281
300200,81.188
300201,82.0
300202,80.922
300203,81.625
300204,77.609
300205,80.859
300206,79.391
300207,78.797
300208,79.25
300209,82.344
300210,79.719
300211,81.922
300212,80.562
300213,81.953
300214,82.953
300215,79.609
300216,80.875
300217,79.953
300218,81.312
300219,81.469
300220,79.0
300221,83.812
300222,82.125
300223,80.062
300224,81.984
300225,82.922
300226,83.891
300227,78.562
300228,83.375
300229,80.469
300230,81.578
300231,80.719
300232,81.922
300233,82.25
300234,82.406
300235,83.125
300236,81.0
300237,82.453
300238,82.844
300239,79.562
300240,80.969
300241,82.469
300242,82.688
300243,77.797
300244,80.25
300245,79.656
300246,80.016
300247,82.75
300248,84.531
300249,82.781
300250,78.969
300251,82.781
300252,81.938
300253,80.969
300254,83.922
300255,81.938
300256,83.234
300257,81.875
300258,80.375
300259,83.094
300260,82.625
300261,80.547
300262,84.0
300263,82.234
300264,83.188
300265,81.469
300266,81.891
300267,82.516
300268,80.938
300269,79.844
300270,82.344
300271,82.594
300272,80.25
300273,81.312
300274,82.969
300275,81.781
300276,79.969
300277,80.844
300278,81.234
300279,81.062
300280,80.109
300281,81.047
300282,81.906
300283,82.219
300284,83.844
300285,80.344
300286,83.891
300287,81.875
300288,80.172
300289,79.969
300290,83.375
300291,81.25
300292,83.469
300293,80.781
300294,81.266
300295,81.109
300296,82.062
300297,80.359
300298,78.875
300299,81.625
300300,80.625
300301,79.5
300302,79.391
300303,81.906
300304,81.703
300305,80.141
300306,81.203
300307,81.5
300308,84.219
300309,81.125
300310,82.062
300311,83.594
300312,79.281
300313,80.234
300314,79.781
300315,80.844
300316,79.531
300317,84.312
300318,80.672
300319,78.156
300320,81.266
300321,81.0
300322,82.203
300323,80.625
300324,80.078
300325,78.781
300326,83.594
300327,81.312
300328,83.266
300329,80.5
300330,83.406
300331,79.891
300332,81.031
300333,80.531
300334,81.578
300335,82.125
300336,82.172
300337,80.406
300338,83.047
300339,84.109
300340,81.422
300341,82.609
300342,83.469
300343,79.844
300344,81.906
300345,82.422
300346,82.906
300347,81.812
300348,79.797
300349,81.625
300350,82.031
300351,80.656
300352,78.828
300353,80.344
300354,81.891
300355,80.797
300356,78.812
300357,80.812
300358,80.5
300359,81.438
300360,82.219
300361,79.891
300362,79.5
300363,81.516
300364,80.391
300365,80.453
300366,79.375
300367,82.0
300368,81.562
300369,81.484
300370,81.188
300371,81.562
300372,79.344
300373,80.109
300374,78.328
300375,78.609
300376,81.078
300377,81.156
300378,80.672
300379,82.125
300380,82.656
300381,81.203
300382,81.891
300383,80.812
300384,82.656
300385,81.0
300386,80.906
300387,82.797
300388,80.781
300389,83.047
300390,81.031
300391,78.875
300392,79.531
300393,80.219
300394,81.625
300395,81.203
300396,82.656
300397,83.734
300398,83.797
300399,79.656
300400,82.312
300401,80.953
300402,81.594
300403,83.375
300404,82.859
300405,82.266
300406,82.125
300407,82.188
300408,79.438
300409,82.656
300410,80.344
300411,81.828
300412,80.469
300413,79.406
300414,84.703
300415,81.094
300416,79.406
300417,80.812
300418,81.281
300419,80.453
300420,80.891
300421,79.312
300422,81.75
300423,81.188
300424,81.734
300425,79.906
300426,83.906
300427,80.594
300428,82.641
300429,78.656
300430,80.375
300431,81.688
300432,82.688
300433,82.766
300434,80.062
300435,79.516
300436,78.875
300437,83.484
300438,82.781
300439,81.422
300440,84.453
300441,82.125
300442,81.234
300443,84.047
300444,82.547
300445,81.188
300446,82.25
300447,80.094
300448,83.531
300449,83.641
300450,81.688
300451,82.578
300452,80.422
300453,80.156
300454,82.391
300455,83.031
300456,81.672
300457,79.0
300458,83.438
300459,79.641
300460,80.812
300461,81.969
300462,82.953
300463,78.062
300464,80.922
300465,82.672
300466,81.438
300467,82.312
300468,80.281
300469,79.062
300470,82.688
300471,80.016
300472,79.797
300473,80.906
300474,79.781
300475,79.562
300476,79.875
300477,81.391
300478,80.203
300479,82.328
300480,79.484
300481,78.141
300482,80.688
300483,78.531
300484,81.969
300485,81.594
300486,81.188
300487,80.547
300488,80.188
300489,80.812
300490,80.453
300491,83.312
300492,80.344
300493,81.969
300494,81.641
300495,82.016
300496,82.0
300497,80.969
300498,79.656
300499,82.688
300500,79.844
300501,82.484
300502,80.688
300503,80.688
300504,79.312
300505,82.812
300506,83.891
300507,80.422
300508,80.469
300509,81.875
300510,81.109
300511,81.969
300512,79.438
300513,83.844
300514,83.031
300515,80.328
300516,80.734
300517,80.156
300518,80.031
300519,79.438
300520,82.219
300521,80.516
300522,81.766
300523,81.469
300524,79.812
300525,81.812
300526,82.656
300527,82.703
300528,81.609
300529,84.547
300530,82.828
300531,80.766
300532,82.344
300533,79.281
300534,79.938
300535,82.984
300536,82.281
300537,82.078
300538,78.406
300539,81.078
300540,82.641
300541,80.0
300542,82.062
300543,84.062
300544,82.0
300545,78.016
300546,80.828
300547,78.953
300548,79.797
300549,78.531
300550,82.938
300551,81.484
300552,82.375
300553,77.594
300554,82.391
300555,82.469
300556,80.938
300557,77.812
300558,80.391
300559,80.094
300560,80.875
300561,80.688
300562,80.219
300563,81.984
300564,81.047
300565,79.469
300566,82.031
300567,78.922
300568,81.484
300569,81.266
300570,79.859
300571,81.562
300572,82.281
300573,79.719
300574,83.625
300575,84.125
300576,80.766
300577,81.062
300578,83.719
300579,79.562
300580,79.797
300581,79.594
300582,84.453
300583,82.859
300584,82.188
300585,82.844
300586,82.375
300587,80.25
300588,81.938
300589,81.812
300590,83.469
300591,81.797
300592,82.406
300593,82.594
300594,81.234
300595,80.156
300596,78.906
300597,80.625
300598,81.938
300599,81.406
300600,79.516
300601,83.0
300602,80.797
300603,83.047
300604,81.984
300605,80.141
300606,80.938
300607,81.047
300608,81.328
300609,79.609
300610,80.5
300611,80.594
300612,81.188
300613,81.734
300614,82.016
300615,83.156
300616,80.562
300617,81.172
300618,83.266
300619,79.875
300620,82.641
300621,79.297
300622,80.469
300623,81.625
300624,81.922
300625,81.719
300626,81.484
300627,80.094
300628,78.625
300629,80.281
300630,79.219
300631,80.422
300632,82.344
300633,79.266
300634,83.719
300635,84.062
300636,80.875
300637,80.281
300638,80.922
300639,82.344
300640,82.281
300641,80.25
300642,81.953
300643,82.734
300644,79.562
300645,80.375
300646,80.047
300647,80.625
300648,82.516
300649,83.312
300650,83.219
300651,78.922
300652,80.688
300653,81.781
300654,83.266
300655,78.359
300656,82.031
300657,82.047
300658,81.688
300659,83.344
300660,81.828
300661,81.844
300662,81.188
300663,80.625
300664,82.422
300665,80.062
300666,81.938
300667,82.453
300668,80.75
300669,81.844
300670,81.25
300671,81.188
300672,83.938
300673,82.875
300674,81.75
300675,81.594
300676,81.609
300677,80.031
300678,79.703
300679,82.156
300680,81.031
300681,80.328
300682,82.375
300683,82.594
300684,81.203
300685,80.062
300686,84.188
300687,79.547
300688,81.875
300689,82.594
300690,82.391
300691,82.031
300692,82.594
300693,82.312
300694,81.75
300695,83.516
300696,80.719
300697,81.375
300698,82.734
300699,80.906
300700,79.531
300701,79.672
300702,78.594
300703,83.875
300704,82.031
300705,79.891
300706,81.812
300707,80.438
300708,84.234
300709,78.688
300710,80.781
300711,82.203
300712,81.797
300713,80.297
300714,81.281
300715,81.453
300716,78.031
300717,81.0
300718,79.641
300719,79.609
300720,82.297
300721,81.625
300722,82.562
300723,81.531
300724,81.094
300725,84.625
300726,81.656
300727,81.906
300728,82.094
300729,80.734
300730,80.297
300731,84.234
300732,80.625
300733,82.625
300734,83.156
300735,82.625
300736,84.25
300737,83.125
300738,79.5
300739,79.875
300740,78.297
300741,81.078
300742,81.656
300743,83.031
300744,79.656
300745,80.719
300746,83.906
300747,82.438
300748,81.234
300749,81.469
300750,79.75
300751,82.156
300752,82.094
300753,80.906
300754,80.281
300755,81.812
300756,80.031
300757,80.328
300758,80.75
300759,83.062
300760,82.188
300761,81.469
300762,81.656
300763,82.469
300764,83.031
300765,81.734
300766,81.547
300767,83.594
300768,82.062
300769,80.031
300770,84.328
300771,81.0
300772,80.484
300773,82.922
300774,82.094
300775,80.656
300776,83.062
300777,79.0
300778,81.156
300779,83.0
300780,80.688
300781,82.375
300782,84.25
300783,82.0
300784,82.391
300785,79.141
300786,82.688
300787,81.844
300788,81.594
300789,81.531
300790,83.125
300791,81.719
300792,81.547
300793,80.281
300794,82.047
300795,80.969
300796,81.281
300797,82.078
300798,82.781
300799,80.688
300800,81.531
300801,80.438
300802,80.656
300803,78.594
300804,82.406
300805,81.75
300806,81.703
300807,79.844
300808,81.484
300809,81.844
300810,80.547
300811,81.266
300812,80.906
300813,80.0
300814,80.453
300815,82.844
300816,82.406
300817,80.156
300818,82.297
300819,83.281
300820,83.875
300821,80.984
300822,81.297
300823,83.312
300824,82.281
300825,82.625
300826,80.453
300827,81.812
300828,80.719
300829,82.781
300830,81.234
300831,79.781
300832,79.438
300833,81.266
300834,81.812
300835,79.875
300836,80.688
300837,80.656
300838,81.844
300839,81.812
300840,79.266
300841,79.531
300842,80.656
300843,81.0
300844,80.359
300845,84.156
300846,82.969
300847,77.812
300848,79.688
300849,82.297
300850,81.125
300851,79.062
300852,84.016
300853,81.75
300854,80.797
300855,81.031
300856,80.828
300857,82.688
300858,80.312
300859,82.281
300860,84.297
300861,81.719
300862,79.812
300863,80.859
300864,80.062
300865,82.562
300866,82.031
300867,79.781
300868,82.984
300869,82.0
300870,79.359
300871,79.172
300872,80.531
300873,80.328
300874,81.125
300875,79.812
300876,82.75
300877,83.406
300878,82.422
300879,79.812
300880,82.297
300881,81.844
300882,79.906
300883,79.344
300884,81.75
300885,83.953
300886,79.375
300887,83.156
300888,80.578
300889,82.25
300890,82.188
300891,80.594
300892,79.531
300893,82.125
300894,82.828
300895,81.188
300896,80.672
300897,79.562
300898,80.422
300899,79.625
300900,80.406
300901,79.688
300902,81.0
300903,79.719
300904,77.953
300905,82.906
300906,80.797
300907,81.719
300908,81.766
300909,83.938
300910,79.641
300911,80.188
300912,82.281
300913,79.469
300914,78.906
300915,81.703
300916,81.359
300917,83.422
300918,79.953
300919,84.391
300920,80.172
300921,82.969
300922,81.094
300923,82.125
300924,79.906
300925,79.938
300926,82.625
300927,79.297
300928,79.688
300929,81.344
300930,81.125
300931,82.734
300932,81.531
300933,82.172
300934,80.906
300935,80.078
300936,82.922
300937,80.469
300938,81.688
300939,79.547
300940,83.266
300941,78.875
300942,81.984
300943,82.953
300944,79.609
300945,82.656
300946,82.25
300947,81.406
300948,81.734
300949,81.172
300950,83.547
300951,81.969
300952,80.25
300953,83.281
300954,81.531
300955,79.656
300956,81.953
300957,80.094
300958,80.312
300959,81.094
300960,82.078
300961,79.688
300962,82.156
300963,79.297
300964,79.469
300965,80.781
300966,81.828
300967,81.594
300968,81.297
300969,81.312
300970,79.062
300971,82.781
300972,81.5
300973,81.594
300974,81.203
300975,81.703
300976,81.859
300977,81.359
300978,83.609
300979,81.688
300980,81.812
300981,81.656
300982,80.031
300983,83.375
300984,80.0
300985,82.062
300986,79.094
300987,79.906
300988,84.078
300989,81.875
300990,83.094
300991,82.297
300992,82.062
300993,82.25
300994,79.328
300995,79.875
300996,80.953
300997,79.047
300998,80.422
300999,80.578
301000,80.844
301001,82.656
301002,82.641
301003,79.25
301004,82.797
301005,79.203
301006,81.047
301007,78.438
301008,83.812
301009,79.703
301010,80.969
301011,79.25
301012,81.031
301013,77.875
301014,82.344
301015,81.703
301016,81.25
301017,79.922
301018,81.984
301019,80.656
301020,81.75
301021,81.75
301022,80.828
301023,81.766
301024,81.078
301025,80.172
301026,79.812
301027,81.016
301028,79.781
301029,82.438
301030,80.547
301031,80.781
301032,79.969
301033,81.453
301034,78.469
301035,80.5
301036,80.25
301037,84.719
301038,82.562
301039,80.062
301040,80.844
301041,83.797
301042,79.875
301043,81.359
301044,81.141
301045,80.25
301046,82.469
301047,80.812
301048,80.547
301049,80.938
301050,82.688
301051,82.078
301052,81.016
301053,79.812
301054,82.938
301055,82.859
301056,81.031
301057,81.906
301058,79.25
301059,80.719
301060,80.359
301061,81.547
301062,80.719
301063,83.094
301064,79.469
301065,81.297
301066,81.281
301067,80.656
301068,82.719
301069,83.078
301070,79.5
301071,80.938
301072,80.219
301073,80.625
301074,81.0
301075,80.219
301076,81.703
301077,81.75
301078,81.969
301079,82.109
301080,82.656
301081,81.75
301082,84.125
301083,81.406
301084,79.953
301085,81.25
301086,82.094
301087,82.75
301088,81.094
301089,81.125
301090,83.172
301091,79.938
301092,81.359
301093,82.969
301094,80.578
301095,78.906
301096,82.359
301097,80.891
301098,82.578
301099,79.828
301100,82.125
301101,81.531
301102,82.641
301103,83.125
301104,82.719
301105,79.438
301106,79.578
301107,82.406
301108,83.969
301109,83.734
301110,79.375
301111,80.625
301112,82.438
301113,82.594
301114,81.047
301115,82.234
301116,82.188
301117,79.547
301118,81.438
301119,80.797
301120,81.0
301121,80.406
301122,83.484
301123,84.047
301124,81.531
301125,79.984
301126,80.609
301127,81.719
301128,81.031
301129,80.953
301130,80.203
301131,81.609
301132,84.453
301133,79.656
301134,80.562
301135,82.391
301136,81.188
301137,81.656
301138,83.203
301139,78.578
301140,80.312
301141,82.594
301142,82.75
301143,81.578
301144,81.719
301145,82.641
301146,83.5
301147,80.125
301148,81.688
301149,81.594
301150,79.781
301151,80.922
301152,81.312
301153,83.469
301154,80.453
301155,80.812
301156,79.938
301157,81.875
301158,82.219
301159,82.125
301160,79.781
301161,83.188
301162,80.875
301163,80.5
301164,82.609
301165,83.609
301166,81.656
301167,84.969
301168,82.406
301169,82.672
301170,81.422
301171,83.453
301172,79.531
301173,81.047
301174,83.719
301175,83.688
301176,80.906
301177,81.391
301178,80.656
301179,80.125
301180,82.922
301181,81.875
301182,81.422
301183,79.969
301184,83.125
301185,83.219
301186,81.531
301187,83.531
301188,80.844
301189,81.094
301190,79.188
301191,80.328
301192,79.797
301193,83.625
301194,81.547
301195,81.25
301196,81.344
301197,82.375
301198,79.234
301199,81.312
301200,81.875
301201,82.078
301202,79.469
301203,83.031
301204,81.969
301205,81.094
301206,80.125
301207,81.812
301208,81.125
301209,81.516
301210,80.891
301211,80.188
301212,81.016
301213,82.156
301214,82.469
301215,83.984
301216,83.844
301217,80.25
301218,79.875
301219,81.141
301220,80.328
301221,81.375
301222,81.719
301223,81.0
301224,80.531
301225,82.719
301226,79.844
301227,81.562
301228,80.719
301229,81.391
301230,80.547
301231,81.859
301232,82.625
301233,80.641
301234,81.422
301235,83.75
301236,83.578
301237,79.406
301238,80.547
301239,83.172
301240,81.266
301241,80.297
301242,82.719
301243,83.406
301244,82.719
301245,82.766
301246,82.828
301247,84.016
301248,83.594
301249,82.828
301250,81.578
301251,81.344
301252,82.188
301253,83.375
301254,83.125
301255,79.859
301256,83.172
301257,82.438
301258,83.953
301259,83.031
301260,82.891
301261,82.594
301262,79.719
301263,79.422
301264,82.422
301265,82.781
301266,81.344
301267,82.578
301268,81.797
301269,80.25
301270,81.391
301271,82.344
301272,81.703
301273,81.094
301274,80.938
301275,83.359
301276,82.438
301277,81.906
301278,81.438
301279,81.984
301280,80.703
301281,82.781
301282,81.938
301283,81.625
301284,83.062
301285,80.344
301286,84.281
301287,82.031
301288,78.781
301289,78.5
301290,82.719
301291,80.734
301292,81.875
301293,81.766
301294,81.641
301295,81.297
301296,80.969
301297,83.078
301298,85.25
301299,83.188
301300,80.016
301301,81.172
301302,79.344
301303,81.797
301304,80.812
301305,80.484
301306,80.875
301307,80.156
301308,78.125
301309,80.5
301310,81.75
301311,82.266
301312,80.672
301313,80.828
301314,80.469
301315,80.438
301316,82.281
301317,81.484
301318,82.844
301319,82.672
301320,82.906
301321,82.844
301322,80.828
301323,82.453
301324,80.734
301325,80.719
301326,81.531
301327,82.125
301328,81.594
301329,82.047
301330,79.797
301331,78.172
301332,80.984
301333,80.062
301334,80.859
301335,78.875
301336,79.75
301337,79.25
301338,83.203
301339,81.312
301340,83.031
301341,81.484
301342,80.312
301343,81.5
301344,81.562
301345,83.578
301346,82.938
301347,81.844
301348,81.266
301349,78.344
301350,82.766
301351,83.828
301352,81.469
301353,82.734
301354,81.219
301355,81.625
301356,80.5
301357,82.047
301358,81.422
301359,80.688
301360,81.656
301361,81.25
301362,81.531
301363,83.625
301364,83.781
301365,81.656
301366,80.844
301367,81.344
301368,79.0
301369,82.656
301370,80.953
301371,81.953
301372,79.234
301373,79.844
301374,81.0
301375,82.656
301376,81.297
301377,80.938
301378,81.766
301379,82.016
301380,79.766
301381,80.672
301382,81.75
301383,80.609
301384,80.234
301385,82.406
301386,81.312
301387,80.094
301388,81.969
301389,81.656
301390,84.578
301391,81.469
301392,80.531
301393,82.203
301394,81.016
301395,83.156
301396,79.875
301397,82.031
301398,80.844
301399,81.844
301400,81.656
301401,81.125
301402,82.828
301403,80.656
301404,80.594
301405,79.594
301406,78.125
301407,82.219
301408,78.094
301409,82.797
301410,79.062
301411,79.75
301412,82.156
301413,77.125
301414,82.531
301415,84.719
301416,77.062
301417,83.109
301418,80.094
301419,81.156
301420,82.594
301421,83.672
301422,80.984
301423,80.594
301424,80.562
301425,80.031
301426,82.781
301427,80.922
301428,79.0
301429,80.906
301430,80.094
301431,80.25
301432,80.875
301433,83.031
301434,82.25
301435,82.625
301436,81.812
301437,79.25
301438,83.125
301439,82.688
301440,82.125
301441,80.0
301442,79.047
301443,81.25
301444,82.094
301445,80.703
301446,80.781
301447,80.391
301448,80.406
301449,82.953
301450,79.516
301451,82.5
301452,78.406
301453,82.656
301454,82.094
301455,81.688
301456,80.125
301457,80.688
301458,78.781
301459,80.938
301460,81.312
301461,79.922
301462,78.719
301463,82.344
301464,82.125
301465,82.438
301466,81.031
301467,82.125
301468,82.188
301469,83.469
301470,82.156
301471,80.719
301472,80.891
301473,80.281
301474,83.375
301475,80.281
301476,83.281
301477,81.969
301478,84.422
301479,82.219
301480,83.312
301481,83.906
301482,81.344
301483,83.016
301484,83.359
301485,82.938
301486,81.859
301487,81.438
301488,79.703
301489,82.719
301490,80.562
301491,80.75
301492,83.469
301493,80.547
301494,80.094
301495,82.594
301496,80.594
301497,80.812
301498,83.609
301499,82.0
301500,80.688
301501,81.5
301502,80.406
301503,81.484
301504,81.891
301505,82.812
301506,81.328
301507,79.625
301508,82.859
301509,81.875
301510,80.688
301511,81.406
301512,79.125
301513,81.438
301514,80.641
301515,80.703
301516,82.344
301517,81.297
301518,80.922
301519,81.594
301520,82.469
301521,79.469
301522,82.734
301523,82.391
301524,80.062
301525,80.625
301526,82.312
301527,82.656
301528,84.938
301529,80.219
301530,81.078
301531,82.969
301532,83.781
301533,82.344
301534,82.594
301535,82.766
301536,82.531
301537,81.266
301538,82.688
301539,80.906
301540,82.453
301541,81.359
301542,84.531
301543,80.469
301544,82.688
301545,82.453
301546,82.062
301547,79.0
301548,82.547
301549,79.469
301550,80.656
301551,80.156
301552,80.0
301553,80.438
301554,80.047
301555,79.438
301556,83.766
301557,79.5
301558,82.969
301559,79.656
301560,79.281
301561,79.156
301562,80.0
301563,82.875
301564,81.672
301565,81.5
301566,81.188
301567,82.656
301568,80.938
301569,84.531
301570,79.844
301571,81.375
301572,80.938
301573,80.25
301574,82.812
301575,80.672
301576,79.688
301577,81.625
301578,82.109
301579,82.906
301580,79.281
301581,81.844
301582,80.219
301583,82.594
301584,79.516
301585,81.922
301586,81.25
301587,78.375
301588,82.547
301589,82.75
301590,84.5
301591,79.094
301592,79.0
301593,82.0
301594,80.766
301595,78.703
301596,82.281
301597,82.203
301598,81.531
301599,80.516
301600,81.766
301601,81.594
301602,80.5
301603,81.75
301604,81.047
301605,84.625
301606,82.375
301607,79.844
301608,82.062
301609,82.906
301610,81.984
301611,81.906
301612,81.422
301613,77.531
301614,80.188
301615,80.031
301616,80.844
301617,80.359
301618,80.859
301619,81.203
301620,81.438
301621,83.078
301622,81.406
301623,81.031
301624,79.625
301625,80.625
301626,79.5
301627,83.531
301628,79.281
301629,80.188
301630,80.531
301631,81.047
301632,83.156
301633,78.266
301634,81.703
301635,81.844
301636,82.188
301637,80.875
301638,81.688
301639,82.75
301640,81.516
301641,80.297
301642,81.75
301643,80.562
301644,82.812
301645,83.188
301646,82.953
301647,80.5
301648,79.672
301649,81.328
301650,79.172
301651,79.625
301652,79.562
301653,84.438
301654,82.141
301655,80.75
301656,79.922
301657,83.906
301658,82.469
301659,81.359
301660,79.406
301661,83.188
301662,81.266
301663,81.547
301664,82.031
301665,82.078
301666,81.344
301667,82.422
301668,81.781
301669,80.812
301670,83.0
301671,81.422
301672,80.906
301673,82.812
301674,82.812
301675,84.359
301676,80.938
301677,83.562
301678,81.891
301679,81.594
301680,81.0
301681,79.609
301682,79.125
301683,84.0
301684,80.0
301685,82.156
301686,83.422
301687,80.234
301688,80.781
301689,80.359
301690,83.062
301691,78.719
301692,83.016
301693,81.375
301694,79.703
301695,83.234
301696,79.031
301697,81.344
301698,81.875
301699,81.375
301700,79.547
301701,81.875
301702,84.562
301703,80.922
301704,83.109
301705,81.594
301706,84.594
301707,82.469
301708,81.672
301709,81.094
301710,81.125
301711,79.875
301712,82.344
301713,80.984
301714,81.062
301715,79.906
301716,82.703
301717,83.031
301718,81.375
301719,81.672
301720,82.141
301721,81.469
301722,79.781
301723,83.125
301724,79.125
301725,78.781
301726,80.328
301727,81.844
301728,82.031
301729,80.188
301730,84.266
301731,81.203
301732,79.375
301733,80.047
301734,82.562
301735,82.047
301736,79.469
301737,82.906
301738,79.125
301739,82.516
301740,83.0
301741,80.875
301742,79.594
301743,80.422
301744,81.375
301745,80.234
301746,81.953
301747,83.938
301748,78.5
301749,81.969
301750,81.219
301751,80.875
301752,79.484
301753,80.625
301754,80.484
301755,79.812
301756,81.594
301757,81.859
301758,82.031
301759,80.422
301760,80.469
301761,82.281
301762,80.969
301763,83.281
301764,82.234
301765,83.484
301766,81.312
301767,79.844
301768,79.812
301769,81.938
301770,82.219
301771,82.906
301772,78.75
301773,79.719
301774,82.562
301775,81.484
301776,83.109
301777,79.219
301778,79.953
301779,80.719
301780,82.719
301781,82.078
301782,82.25
301783,82.5
301784,80.359
301785,80.0
301786,81.0
301787,81.172
301788,79.797
301789,79.641
301790,82.688
301791,80.562
301792,83.141
301793,80.312
301794,82.094
301795,82.0
301796,82.125
301797,81.625
301798,83.672
301799,81.219
301800,80.672
301801,81.219
301802,81.656
301803,79.359
301804,82.75
301805,83.719
301806,82.781
301807,83.219
301808,79.828
301809,82.328
301810,82.172
301811,83.156
301812,80.062
301813,82.641
301814,81.906
301815,81.766
301816,80.406
301817,81.453
301818,80.469
301819,81.172
301820,80.891
301821,81.578
301822,78.0
301823,83.312
301824,79.469
301825,82.266
301826,80.281
301827,80.969
301828,82.469
301829,78.328
301830,82.875
301831,81.406
301832,82.031
301833,80.812
301834,81.781
301835,80.672
301836,80.688
301837,80.297
301838,81.125
301839,81.125
301840,82.938
301841,81.625
301842,78.484
301843,82.688
301844,79.469
301845,82.094
301846,82.141
301847,82.047
301848,82.688
301849,82.531
301850,83.062
301851,81.188
301852,82.906
301853,80.438
301854,82.719
301855,80.578
301856,82.438
301857,80.969
301858,79.25
301859,80.891
301860,83.094
301861,83.328
301862,81.578
301863,81.172
301864,80.766
301865,81.859
301866,80.859
301867,79.453
301868,80.656
301869,82.078
301870,79.719
301871,81.516
301872,81.469
301873,80.25
301874,80.922
301875,82.844
301876,82.328
301877,82.406
301878,83.438
301879,83.031
301880,81.031
301881,79.359
301882,81.297
301883,82.969
301884,80.594
301885,81.141
301886,82.969
301887,81.844
301888,82.672
301889,79.969
301890,81.75
301891,80.391
301892,82.984
301893,78.594
301894,80.219
301895,83.188
301896,81.531
301897,80.25
301898,78.656
301899,80.938
301900,82.031
301901,80.375
301902,85.25
301903,83.766
301904,82.969
301905,79.812
301906,78.359
301907,80.469
301908,81.031
301909,84.094
301910,79.281
301911,81.062
301912,82.094
301913,80.484
301914,78.969
301915,77.781
301916,82.141
301917,82.094
301918,82.984
301919,82.406
301920,80.844
301921,82.109
301922,82.453
301923,81.656
301924,79.953
301925,82.656
301926,81.359
301927,79.328
301928,79.906
301929,81.484
301930,82.562
301931,79.734
301932,81.812
301933,83.781
301934,81.906
301935,83.25
301936,81.438
301937,82.969
301938,80.344
301939,78.719
301940,79.078
301941,81.406
301942,80.656
301943,81.359
301944,82.5
301945,79.344
301946,79.016
301947,80.031
301948,81.312
301949,79.469
301950,83.531
301951,81.891
301952,84.125
301953,80.641
301954,81.906
301955,83.781
301956,81.891
301957,80.391
301958,80.969
301959,83.047
301960,82.344
301961,79.891
301962,79.375
301963,82.172
301964,82.891
301965,80.484
301966,79.641
301967,83.359
301968,80.906
301969,82.844
301970,79.969
301971,83.75
301972,82.375
301973,80.875
301974,81.562
301975,82.453
301976,82.625
301977,83.594
301978,83.359
301979,82.484
301980,80.438
301981,82.078
301982,80.594
301983,82.641
301984,81.219
301985,84.828
301986,84.531
301987,80.312
301988,82.078
301989,83.312
301990,82.375
301991,81.672
301992,84.328
301993,79.938
301994,80.125
301995,80.719
301996,80.547
301997,82.562
